Season,DayNum,outcome,TeamID,Score,NumOT,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
2003,18,1,1250,68,0,21,46,5,12,21,25,11,23,11,14,6,2,15
2003,18,1,1258,85,0,26,58,2,10,31,44,16,25,11,22,10,5,26
2003,18,1,1261,68,0,27,58,6,19,8,19,19,33,12,16,13,9,11
2003,18,1,1265,72,0,22,58,2,18,26,31,9,31,13,11,10,7,13
2003,18,1,1266,64,0,25,53,2,16,12,16,16,25,19,11,5,1,9
2003,18,1,1267,92,0,30,59,8,15,24,31,10,26,16,12,9,0,22
2003,18,1,1277,66,0,25,51,4,11,12,17,12,22,17,14,8,2,13
2003,18,1,1281,72,0,28,62,5,18,11,15,16,29,11,16,12,4,13
2003,18,1,1298,68,0,23,54,7,21,15,23,8,28,14,18,9,1,17
2003,18,1,1301,84,0,26,51,8,17,24,35,11,20,13,17,15,5,19
2003,18,1,1308,62,0,23,55,4,13,12,17,9,29,15,13,5,3,13
2003,18,1,1317,81,0,24,50,8,18,25,29,10,29,14,22,4,3,31
2003,18,1,1320,77,0,27,57,8,21,15,22,13,26,19,15,7,2,18
2003,18,1,1321,56,0,24,54,4,18,4,5,16,32,19,17,2,2,14
2003,18,1,1323,73,0,28,59,5,14,12,16,9,38,13,19,11,7,21
2003,18,1,1328,87,0,31,61,8,24,17,20,11,18,20,9,15,1,16
2003,18,1,1329,68,0,24,58,8,20,12,19,18,25,12,15,6,8,14
2003,18,1,1340,69,0,23,49,9,18,14,19,8,18,17,24,7,1,20
2003,18,1,1343,62,0,23,50,8,16,8,14,8,20,14,20,7,2,15
2003,18,1,1345,73,0,26,51,6,16,15,19,12,28,11,13,8,2,16
2003,18,1,1348,95,0,38,63,6,14,13,24,12,26,16,22,12,3,23
2003,18,1,1349,72,0,22,58,6,20,22,26,11,29,19,12,9,6,15
2003,18,1,1350,92,0,34,64,11,21,13,18,12,34,18,8,3,10,10
2003,18,1,1352,83,0,27,48,10,27,19,28,7,27,21,12,2,1,23
2003,18,1,1365,78,0,28,62,11,17,11,12,12,27,12,14,8,7,13
2003,18,1,1373,79,0,29,64,5,21,16,20,15,29,17,14,5,3,16
2003,18,1,1375,82,0,32,74,5,20,13,24,18,25,14,14,13,0,17
2003,18,1,1379,78,0,26,59,0,8,26,32,7,23,17,8,8,2,20
2003,18,1,1382,91,0,28,67,13,30,22,26,19,12,16,15,13,3,19
2003,18,1,1384,70,0,22,53,9,23,17,23,14,24,15,12,5,2,15
2003,18,1,1394,83,0,29,51,2,8,23,28,7,25,11,18,3,2,22
2003,18,1,1395,91,0,31,65,12,24,17,27,9,28,19,11,6,1,23
2003,18,1,1397,71,0,23,62,8,26,17,21,12,29,15,13,10,6,14
2003,18,1,1403,85,0,30,60,5,17,20,27,14,14,17,9,11,2,17
2003,18,1,1404,63,0,25,49,7,18,6,9,7,28,12,16,7,5,15
2003,18,1,1412,71,0,26,65,3,14,16,24,16,21,18,19,17,2,22
2003,18,1,1425,81,0,30,71,4,14,17,21,18,24,17,16,6,4,27
2003,18,1,1427,76,1,21,54,10,21,24,33,8,34,15,23,3,5,25
2003,18,1,1428,61,0,24,58,6,27,7,13,12,26,15,12,5,9,15
2003,18,1,1435,80,0,31,50,5,12,13,21,7,28,21,22,9,4,21
2003,18,1,1436,71,0,25,61,1,6,20,31,20,26,10,10,7,7,11
2003,18,1,1437,64,0,27,59,7,18,3,5,15,32,19,18,6,10,16
2003,18,1,1438,90,0,33,66,7,20,17,29,10,20,18,9,8,7,16
2003,18,1,1451,91,0,32,54,9,16,18,21,4,25,17,11,4,1,21
2003,18,1,1452,59,0,22,50,7,20,8,15,10,19,16,9,5,4,8
2003,19,1,1112,107,0,41,73,8,23,17,23,17,25,26,20,17,2,17
2003,19,1,1124,81,0,28,73,15,39,10,17,16,34,19,12,10,5,17
2003,19,1,1127,77,0,28,58,8,22,13,22,7,26,18,12,8,9,19
2003,19,1,1131,66,0,24,49,5,14,13,19,13,21,11,12,6,1,10
2003,19,1,1140,73,0,21,44,7,13,24,34,7,25,13,13,5,5,25
2003,19,1,1143,76,0,27,64,6,18,16,19,13,31,20,13,7,1,17
2003,19,1,1145,77,0,31,62,3,19,12,17,15,26,17,13,6,4,15
2003,19,1,1153,54,0,19,68,4,22,12,18,19,23,9,8,6,4,19
2003,19,1,1163,91,0,36,70,3,13,16,29,15,30,17,10,8,3,15
2003,19,1,1177,63,0,22,49,6,14,13,22,13,32,10,17,7,1,19
2003,19,1,1178,75,0,22,42,4,12,27,39,4,24,8,9,8,4,20
2003,19,1,1181,101,0,29,68,13,37,30,45,19,29,17,14,11,6,13
2003,19,1,1185,66,0,25,54,2,11,14,20,16,24,15,20,7,4,16
2003,19,1,1186,75,0,24,52,8,14,19,28,10,20,17,10,7,5,21
2003,19,1,1198,60,0,14,44,1,8,31,44,20,22,4,19,13,2,13
2003,19,1,1208,87,0,28,61,10,21,21,28,10,30,21,13,12,7,13
2003,19,1,1209,76,0,27,55,12,26,10,16,10,26,18,13,8,6,12
2003,19,1,1210,113,0,39,78,6,17,29,49,32,31,27,12,10,9,19
2003,19,1,1219,74,0,33,61,7,19,1,6,10,24,14,10,5,1,20
2003,19,1,1225,76,1,29,55,10,20,8,17,11,31,10,22,8,5,28
2003,19,1,1226,63,0,23,50,9,22,8,16,11,22,17,14,9,2,15
2003,19,1,1233,89,0,34,65,8,12,13,23,15,28,18,13,5,4,23
2003,19,1,1240,73,0,21,49,8,16,23,31,11,22,11,13,1,4,18
2003,19,1,1257,65,0,23,51,5,17,14,20,13,26,12,14,8,4,23
2003,19,1,1259,83,0,29,54,2,10,23,44,8,27,2,13,8,1,25
2003,19,1,1266,80,0,30,64,6,25,14,23,19,21,15,12,8,4,16
2003,19,1,1273,79,0,26,49,4,11,23,29,9,25,10,16,6,2,17
2003,19,1,1274,93,0,35,70,2,12,21,27,13,35,16,17,16,6,27
2003,19,1,1319,99,1,35,64,14,21,15,20,15,22,23,21,9,3,19
2003,19,1,1328,82,0,30,56,7,20,15,17,11,23,21,10,7,1,17
2003,19,1,1335,62,0,20,54,6,23,16,21,10,36,15,15,10,1,16
2003,19,1,1338,82,0,29,67,5,19,19,31,22,29,18,21,7,4,17
2003,19,1,1341,78,0,31,54,6,11,10,18,7,21,19,9,7,1,20
2003,19,1,1344,83,0,28,64,11,28,16,16,9,15,18,11,16,2,20
2003,19,1,1351,66,0,24,63,11,37,7,11,9,22,14,9,7,2,12
2003,19,1,1360,77,0,27,54,4,13,19,34,10,28,12,14,2,3,21
2003,19,1,1371,77,0,32,65,8,19,5,9,16,26,21,10,9,4,15
2003,19,1,1382,89,0,32,66,8,17,17,18,14,20,18,12,6,2,24
2003,19,1,1386,85,0,31,62,13,23,10,16,15,22,19,8,7,2,23
2003,19,1,1392,75,1,27,66,3,11,18,32,23,26,18,22,18,5,16
2003,19,1,1400,81,0,27,70,10,37,17,25,25,27,17,16,11,5,21
2003,19,1,1409,71,0,27,54,5,15,12,14,6,28,13,13,9,5,17
2003,19,1,1418,79,0,27,65,14,32,11,16,16,24,11,15,10,3,18
2003,19,1,1420,86,0,33,55,7,11,13,22,7,19,11,10,9,1,21
2003,19,1,1429,68,0,24,48,6,12,14,18,8,27,12,12,10,3,13
2003,19,1,1436,66,0,21,48,6,17,18,22,11,26,15,14,4,1,19
2003,19,1,1440,68,0,22,54,3,11,21,35,15,22,15,20,9,3,25
2003,19,1,1442,75,1,26,57,10,17,13,18,12,23,12,16,5,1,16
2003,19,1,1444,73,0,24,50,5,18,20,26,9,23,9,12,12,4,19
2003,19,1,1450,76,0,26,62,8,28,16,25,9,27,11,14,5,8,21
2003,19,1,1451,72,0,19,49,3,19,31,42,5,36,9,16,2,0,21
2003,19,1,1453,68,0,23,50,5,10,17,19,9,33,9,17,1,3,19
2003,19,1,1455,76,0,31,52,6,13,8,15,6,21,17,19,5,4,16
2003,19,1,1458,83,0,25,55,7,13,26,32,13,31,15,13,2,5,16
2003,19,1,1460,78,0,30,56,6,12,12,18,9,17,17,13,6,0,20
2003,19,1,1461,85,0,29,56,7,15,20,29,11,31,19,11,9,2,14
2003,20,1,1114,56,0,17,34,6,10,16,28,5,25,10,20,2,3,19
2003,20,1,1123,73,0,21,52,7,18,24,31,12,32,6,19,3,2,20
2003,20,1,1138,84,0,28,63,7,13,21,28,16,24,18,11,6,1,23
2003,20,1,1155,79,0,29,62,1,9,20,32,21,25,13,11,8,5,18
2003,20,1,1160,107,0,40,72,7,16,20,28,25,36,21,26,1,12,18
2003,20,1,1169,67,0,23,47,3,13,18,24,7,26,12,26,8,2,22
2003,20,1,1173,65,0,24,46,7,19,10,15,13,23,15,13,4,7,13
2003,20,1,1187,65,0,19,48,4,14,23,31,11,28,8,18,7,6,20
2003,20,1,1196,88,0,27,54,7,19,27,40,17,26,14,14,13,2,19
2003,20,1,1198,65,0,22,48,3,6,18,32,8,30,12,18,9,2,18
2003,20,1,1199,79,0,27,75,6,24,19,33,26,28,18,14,16,8,14
2003,20,1,1204,91,0,36,77,9,23,10,10,20,26,21,16,5,7,16
2003,20,1,1218,100,0,39,65,10,19,12,16,11,22,27,12,8,1,18
2003,20,1,1227,91,0,34,53,6,10,17,22,9,28,23,20,3,4,20
2003,20,1,1228,90,0,30,54,10,22,20,30,13,27,15,14,6,1,19
2003,20,1,1234,79,0,23,47,5,10,28,37,9,39,13,23,6,9,15
2003,20,1,1240,75,0,23,51,8,22,21,28,8,18,14,12,5,1,20
2003,20,1,1261,71,0,27,54,4,16,13,24,15,28,19,20,6,4,18
2003,20,1,1268,64,0,20,51,2,10,22,31,13,26,15,16,12,6,15
2003,20,1,1278,87,0,27,57,10,17,23,40,13,22,15,9,9,8,23
2003,20,1,1286,56,0,16,44,2,9,22,30,9,29,8,19,4,2,11
2003,20,1,1314,67,0,25,52,6,16,11,13,10,25,14,19,6,5,17
2003,20,1,1332,97,0,39,78,12,25,7,16,14,34,25,14,17,6,13
2003,20,1,1334,73,1,19,69,10,28,25,33,19,34,14,15,5,3,22
2003,20,1,1347,64,0,23,53,14,24,4,6,5,27,16,9,1,3,13
2003,20,1,1353,59,0,22,56,7,18,8,12,13,28,17,20,10,4,24
2003,20,1,1356,83,0,32,55,6,18,13,18,8,21,9,16,8,2,16
2003,20,1,1364,84,0,27,42,9,12,21,23,7,13,17,18,5,4,24
2003,20,1,1374,87,1,31,68,2,17,23,38,15,31,18,19,9,9,20
2003,20,1,1376,71,0,27,73,4,14,13,23,21,24,19,19,18,5,15
2003,20,1,1380,52,0,19,54,5,18,9,12,8,32,12,14,7,5,16
2003,20,1,1390,79,0,29,64,14,27,7,9,12,28,21,11,4,3,12
2003,20,1,1393,81,0,25,58,7,18,24,35,11,26,19,13,10,4,18
2003,20,1,1401,70,0,26,58,6,16,12,19,11,30,21,15,6,1,19
2003,20,1,1405,58,0,16,44,6,18,20,23,9,20,7,25,9,2,15
2003,20,1,1409,80,0,33,59,4,12,10,15,8,29,20,13,8,1,13
2003,20,1,1412,92,0,33,60,12,22,14,19,10,16,21,16,15,5,23
2003,20,1,1424,69,0,23,60,6,16,17,22,11,29,10,13,12,8,18
2003,20,1,1435,68,0,22,53,4,17,20,29,17,31,17,26,13,6,23
2003,20,1,1439,65,0,22,53,7,13,14,22,17,22,11,10,4,7,21
2003,20,1,1462,93,0,32,68,6,20,23,27,23,27,20,19,10,4,12
2003,21,1,1104,80,0,27,59,8,24,18,23,10,24,16,13,10,6,13
2003,21,1,1111,103,3,37,65,12,24,17,24,6,38,20,27,14,5,22
2003,21,1,1140,66,0,20,50,4,15,22,27,13,33,9,18,6,5,23
2003,21,1,1163,67,0,21,59,7,17,18,29,18,27,15,16,11,14,21
2003,21,1,1166,99,0,36,65,15,25,12,16,10,23,24,11,9,3,18
2003,21,1,1180,71,0,22,53,6,17,21,25,13,25,14,15,6,2,22
2003,21,1,1181,95,0,30,67,6,19,29,38,16,29,19,21,11,10,20
2003,21,1,1182,86,0,28,52,4,11,26,37,13,25,12,17,1,2,18
2003,21,1,1192,76,0,25,53,13,33,13,16,5,25,15,12,4,1,19
2003,21,1,1207,80,0,31,71,6,14,12,21,18,31,20,11,8,4,20
2003,21,1,1211,71,0,16,35,6,15,33,43,11,18,13,15,10,1,24
2003,21,1,1214,82,0,33,63,5,16,11,17,13,18,22,16,16,2,17
2003,21,1,1231,84,0,28,64,12,26,16,25,18,33,18,19,3,8,20
2003,21,1,1239,82,0,26,60,4,18,26,31,17,32,12,17,3,2,17
2003,21,1,1243,82,0,27,46,5,9,23,32,5,29,16,18,5,8,22
2003,21,1,1246,82,0,29,57,8,21,16,26,13,27,15,17,8,8,20
2003,21,1,1258,88,0,31,65,5,11,21,29,16,29,18,12,10,6,25
2003,21,1,1260,88,0,29,64,11,24,19,23,12,23,13,11,8,2,23
2003,21,1,1264,77,0,32,68,3,11,10,17,18,21,12,10,10,1,15
2003,21,1,1272,78,0,25,58,4,17,24,34,20,22,19,21,14,10,16
2003,21,1,1280,81,0,32,67,4,21,13,24,17,22,12,13,15,6,16
2003,21,1,1298,57,0,19,43,4,15,15,27,8,25,13,13,5,5,16
2003,21,1,1307,60,0,17,53,4,30,22,24,11,25,5,15,9,1,13
2003,21,1,1321,81,0,29,56,7,21,16,23,14,20,20,8,8,9,16
2003,21,1,1323,75,0,26,60,8,12,15,19,11,22,9,13,14,5,13
2003,21,1,1326,58,0,22,41,7,18,7,10,6,16,16,15,3,2,10
2003,21,1,1332,86,0,26,60,9,26,25,28,14,15,15,17,10,1,18
2003,21,1,1359,70,0,20,38,11,24,19,24,6,24,20,22,4,0,24
2003,21,1,1379,80,0,22,42,4,9,32,46,15,34,13,24,6,3,12
2003,21,1,1383,72,0,27,55,5,15,13,18,12,19,12,21,14,2,24
2003,21,1,1397,88,0,31,62,11,26,15,20,15,33,26,14,8,3,15
2003,21,1,1406,67,0,23,56,2,8,19,27,12,38,9,17,6,4,16
2003,21,1,1407,87,0,29,64,11,31,18,20,14,24,14,16,5,8,21
2003,21,1,1416,94,0,32,65,9,17,21,31,13,23,19,9,9,3,22
2003,21,1,1420,57,0,20,54,2,18,15,20,9,28,9,11,8,5,21
2003,21,1,1422,80,1,30,60,7,14,13,23,10,27,18,13,7,7,17
2003,21,1,1439,58,0,21,53,8,21,8,10,9,24,14,9,8,7,16
2003,21,1,1444,70,0,24,51,4,10,18,26,13,22,11,14,9,1,17
2003,21,1,1450,72,0,23,56,11,34,15,21,11,28,13,20,5,2,19
2003,22,1,1102,72,0,26,46,15,28,5,7,5,22,19,9,6,8,13
2003,22,1,1108,67,0,25,55,5,15,12,21,14,23,13,15,10,4,18
2003,22,1,1120,100,0,41,60,5,10,13,19,10,28,23,17,12,9,17
2003,22,1,1127,70,0,21,51,11,27,17,20,11,26,13,16,8,5,27
2003,22,1,1129,74,1,24,63,11,30,15,21,13,20,18,20,10,4,14
2003,22,1,1130,80,0,28,61,7,17,17,23,11,27,18,10,10,7,15
2003,22,1,1137,56,0,20,47,6,16,10,18,12,21,14,18,6,1,15
2003,22,1,1141,74,0,24,51,9,26,17,21,9,19,15,19,7,3,14
2003,22,1,1147,80,0,33,66,0,4,14,16,16,20,15,26,14,5,18
2003,22,1,1153,80,0,28,66,10,23,14,25,15,34,18,14,8,1,24
2003,22,1,1157,68,0,23,44,4,12,18,23,10,31,11,22,9,1,25
2003,22,1,1159,76,0,34,63,5,13,3,7,13,26,20,15,8,2,18
2003,22,1,1166,80,0,31,50,10,17,8,21,9,27,13,21,5,5,19
2003,22,1,1185,99,0,33,68,8,19,25,38,17,24,19,9,7,3,18
2003,22,1,1186,88,0,30,51,3,7,25,33,10,13,18,15,10,5,23
2003,22,1,1202,70,0,24,49,4,13,18,25,10,20,13,13,4,3,16
2003,22,1,1216,81,0,28,64,4,16,21,34,17,25,18,15,6,3,20
2003,22,1,1221,71,0,22,55,8,17,19,24,16,27,15,16,13,2,13
2003,22,1,1224,62,1,25,61,1,7,11,22,13,28,6,15,8,2,21
2003,22,1,1231,76,0,27,63,12,27,10,16,9,27,18,7,3,6,27
2003,22,1,1233,98,0,34,60,10,20,20,28,13,23,24,17,9,7,23
2003,22,1,1234,50,0,19,54,5,19,7,8,12,22,11,15,4,3,14
2003,22,1,1247,70,0,23,57,8,18,16,24,18,16,15,15,10,2,17
2003,22,1,1251,62,0,20,48,7,13,15,16,8,22,14,14,4,2,19
2003,22,1,1266,97,0,40,65,6,14,11,14,11,27,21,13,9,3,16
2003,22,1,1274,78,0,29,67,6,16,14,24,17,24,19,17,14,4,20
2003,22,1,1283,72,0,23,54,4,13,22,30,11,31,11,18,8,4,20
2003,22,1,1285,75,0,32,60,6,17,5,5,8,26,15,11,8,9,23
2003,22,1,1305,64,0,19,60,5,21,21,35,17,30,11,7,2,4,24
2003,22,1,1313,61,0,23,50,6,18,9,15,8,20,8,17,6,5,13
2003,22,1,1324,95,0,32,74,11,22,20,27,23,27,17,13,12,4,24
2003,22,1,1330,72,0,26,49,4,14,16,24,9,30,17,13,10,2,21
2003,22,1,1331,76,0,21,51,9,21,25,28,10,28,15,11,3,6,20
2003,22,1,1348,73,1,25,68,9,21,14,25,16,22,20,13,8,1,16
2003,22,1,1360,86,1,26,64,9,29,25,36,21,28,18,17,1,3,22
2003,22,1,1378,68,0,27,57,5,17,9,18,8,30,20,10,8,5,17
2003,22,1,1385,68,0,28,61,2,13,10,14,16,17,11,15,12,9,21
2003,22,1,1386,70,0,24,56,6,19,16,19,12,24,13,12,6,4,12
2003,22,1,1403,77,0,29,63,3,10,16,23,19,27,20,19,8,2,14
2003,22,1,1423,66,0,26,56,4,13,10,17,13,31,7,22,6,1,22
2003,22,1,1428,69,0,24,41,5,10,16,27,4,26,15,13,6,0,16
2003,22,1,1434,81,0,31,64,7,17,12,21,17,25,24,13,10,4,16
2003,22,1,1435,96,0,37,59,10,16,12,25,10,25,24,15,14,6,18
2003,22,1,1436,62,0,22,60,7,21,11,17,17,30,16,9,6,3,16
2003,22,1,1438,75,0,28,59,8,25,11,12,12,29,16,16,4,6,14
2003,22,1,1443,80,1,27,82,9,31,17,26,23,31,14,10,7,5,14
2003,22,1,1447,81,0,26,57,11,22,18,21,12,22,16,18,13,5,18
2003,22,1,1454,77,0,32,62,6,20,7,16,13,21,21,24,10,2,17
2003,23,1,1112,101,0,38,75,13,28,12,19,17,28,19,15,13,7,13
2003,23,1,1113,83,1,24,54,3,11,32,57,32,31,10,14,8,9,21
2003,23,1,1124,82,0,25,71,9,37,23,27,20,29,17,14,13,6,19
2003,23,1,1155,91,0,33,60,9,20,16,22,13,27,22,14,6,5,20
2003,23,1,1156,74,0,23,54,9,20,19,22,10,26,17,14,7,2,13
2003,23,1,1158,81,0,27,62,9,18,18,25,10,29,17,11,6,7,24
2003,23,1,1172,69,0,29,60,4,13,7,9,15,28,19,19,7,3,19
2003,23,1,1173,64,0,20,57,5,22,19,26,22,25,9,16,3,3,17
2003,23,1,1178,66,0,25,54,2,8,14,23,18,18,16,19,5,3,18
2003,23,1,1199,83,0,35,61,9,21,4,7,7,29,20,17,15,12,18
2003,23,1,1210,83,0,29,68,7,16,18,23,19,21,16,13,7,1,14
2003,23,1,1214,61,0,21,48,8,24,11,23,6,25,14,16,9,5,20
2003,23,1,1228,96,0,37,75,10,27,12,14,24,26,24,16,9,2,12
2003,23,1,1231,70,0,20,49,8,25,22,34,10,34,10,14,5,4,23
2003,23,1,1237,56,0,20,50,3,15,13,18,8,25,11,15,11,0,20
2003,23,1,1239,60,0,15,47,5,18,25,34,16,35,7,23,2,6,18
2003,23,1,1246,80,0,27,56,5,12,21,29,14,26,19,12,9,4,17
2003,23,1,1268,97,0,33,64,12,19,19,30,12,26,25,10,16,11,12
2003,23,1,1270,76,0,24,47,8,16,20,32,13,22,18,19,8,4,23
2003,23,1,1279,74,0,28,49,4,12,14,18,8,28,18,20,7,5,18
2003,23,1,1292,87,0,30,56,8,18,19,26,10,33,15,15,7,2,16
2003,23,1,1296,69,0,25,56,4,16,15,32,23,31,13,26,3,5,17
2003,23,1,1308,75,0,26,64,13,32,10,16,17,24,21,15,5,2,12
2003,23,1,1309,93,0,30,62,4,14,29,34,16,28,14,20,6,9,19
2003,23,1,1314,67,0,27,59,4,18,9,12,7,21,10,13,14,11,12
2003,23,1,1338,69,0,27,57,5,21,10,16,13,27,21,14,9,9,15
2003,23,1,1339,91,0,24,54,5,18,38,53,9,25,18,15,9,8,30
2003,23,1,1349,71,0,26,51,4,16,15,16,8,21,16,19,12,3,21
2003,23,1,1356,83,0,33,68,5,13,12,21,15,25,14,14,11,3,22
2003,23,1,1365,69,0,25,60,5,19,14,19,12,30,16,13,7,1,19
2003,23,1,1373,78,0,29,63,4,16,16,24,19,27,13,21,6,1,25
2003,23,1,1375,77,0,24,51,10,27,19,28,11,16,17,12,9,4,19
2003,23,1,1379,77,0,22,54,3,15,30,41,18,33,9,20,9,6,18
2003,23,1,1389,94,0,31,64,2,11,30,39,18,30,10,20,15,8,33
2003,23,1,1390,69,0,27,60,6,17,9,17,9,30,16,10,10,6,13
2003,23,1,1400,76,0,32,63,5,18,7,9,13,29,14,23,18,5,16
2003,23,1,1424,84,0,29,61,8,21,18,25,17,24,17,22,12,4,16
2003,23,1,1448,73,0,25,57,6,21,17,23,15,25,12,17,14,5,19
2003,23,1,1455,71,0,26,55,10,25,9,10,13,17,22,17,12,6,23
2003,23,1,1457,68,0,23,64,8,30,14,19,12,27,13,12,9,2,19
2003,24,1,1277,80,0,25,44,8,16,22,28,9,26,21,16,3,6,20
2003,24,1,1369,89,0,28,59,13,23,20,28,11,31,18,16,4,3,16
2003,24,1,1408,84,0,29,59,8,17,18,23,12,32,20,14,8,2,20
2003,24,1,1410,73,0,25,49,5,16,18,27,10,29,18,17,6,0,15
2003,24,1,1437,87,0,25,54,7,11,30,39,17,24,15,15,6,3,21
2003,25,1,1102,57,0,16,36,7,20,18,22,3,24,10,10,5,3,20
2003,25,1,1104,54,0,16,57,7,25,15,21,17,26,12,13,6,6,21
2003,25,1,1127,75,0,26,66,6,19,17,22,12,31,11,17,8,2,19
2003,25,1,1137,61,0,19,45,7,18,16,22,7,22,15,12,8,3,17
2003,25,1,1158,66,0,23,49,9,25,11,17,7,15,17,18,13,3,12
2003,25,1,1196,83,0,30,66,14,31,9,16,12,27,15,15,8,7,27
2003,25,1,1201,65,0,22,58,6,21,15,19,14,24,13,16,9,3,17
